"","id","fire_name","fire_year","spsm_dc","spsm_ffmc","spsm_dmc","spsm_isi","spsm_bui","spsm_fwi","area_ha","area_m2","prov","defoliated","tsd","cumltve_yrs","rbr_cv","rbr_extreme","rbr_median","slope10","slope1","slope2","pre_fire_temp","pre_fire_precip","post_fire_temp","post_fire_precip"
"89",119,"QC_1191_1995",1995,273.152977414585,83.4453463002808,2.51466260114021,2.09193016616128,4.43209211757736,2.28626178987502,5432.2959041999,54322959.041999,"QC",0,0,0,0.879799819985059,611.988397855829,187.929261452788,10.2328036977003,30.9473718898273,-1.28196416746406,10.28,5041.8742,10.12,5041.8742
"90",82,"QC_1191_1995",1995,273.152977414585,83.4453463002808,2.51466260114021,2.09193016616128,4.43209211757736,2.28626178987502,5163.4384585165,51634384.585165,"QC",1,10,5,0.72368517675958,619.985407007692,412.092635900807,11.8711287116763,36.6147126925624,-2.08342005809016,10.2,4936.2853,10.04,4936.2853
"91",120,"QC_1218_1995",1995,280.441639425707,83.8030463756823,3.29619416720295,2.19660391734989,5.75937606421384,3.16018437146517,7854.9737098897,78549737.098897,"QC",0,0,0,1.09857251124588,500.003864195495,83.8836916421979,2.97002187514693,14.2243177384276,-6.77649950684641,10.78,6349.5932,10.78,6349.5932
"92",83,"QC_1218_1995",1995,280.441639425707,83.8030463756823,3.29619416720295,2.19660391734989,5.75937606421384,3.16018437146517,196.33255597925,1963325.5597925,"QC",1,13,2,0.397530976465784,637.997919608179,525.953532237868,7.92242480609725,20.4949126635414,-3.8346732278573,10.66,6344.3296,10.66,6344.3296
"93",121,"QC_1234_1995",1995,282.872557681219,83.9879962585161,3.51546700273404,2.23480219158677,6.13727049050246,3.40613011987478,490.54655192272,4905465.5192272,"QC",0,0,0,0.88361473666141,523.974213601163,180.045847300274,4.16237154706729,15.9857087370066,-6.68530495373092,10.78,6063.6113,10.77,6063.6113
"94",84,"QC_1234_1995",1995,282.872557681219,83.9879962585161,3.51546700273404,2.23480219158677,6.13727049050246,3.40613011987478,4618.5608173841,46185608.173841,"QC",1,13,3,0.812871218759968,531.997945630967,228.138238202255,4.80073091295522,17.6140220122849,-6.66657438563796,10.81,6034.637,10.79,6034.637
"95",122,"QC_1248_1995",1995,283.601098434195,83.6652235155233,3.47437566816377,2.12177533474853,5.96303781051753,3.23490241155727,16461.718981569,164617189.81569,"QC",0,0,0,0.842635181196646,587.986413472294,268.017608667551,7.17683615617136,32.7790830261209,-4.81229882906123,11.1,4790.2898,10.91,4790.2898
"96",85,"QC_1248_1995",1995,283.601098434195,83.6652235155233,3.47437566816377,2.12177533474853,5.96303781051753,3.23490241155727,44850.3507994405,448503507.994405,"QC",1,10,6,0.847629294434968,587.986465302456,259.952041752752,7.08392964591964,32.4839436740057,-4.94376055195397,11.01,4804.1039,10.81,4804.1039
"97",123,"QC_1425_1995",1995,286.02423088322,83.8372198746433,3.50498733775965,2.17527307304891,6.07741133551806,3.3388021840646,6.0365180705988,60365.180705988,"QC",0,0,0,1.1999181892048,422.731329345703,46.2253788312276,-1.40176336297513,10.7545539696828,-8.39370908228085,11.02,6688.6059,10.96,6688.6059
"98",86,"QC_1425_1995",1995,286.02423088322,83.8372198746433,3.50498733775965,2.17527307304891,6.07741133551806,3.3388021840646,7.93764335458616,79376.4335458616,"QC",1,14,1,4.75227483989927,28.6421842575073,2.94944902684775,-1.41841064554871,0.0921674621245182,-3.36218597939256,11.02,6688.6059,10.96,6688.6059
